#step	time	mdot360	FmomInletX360	FpInletGaugeX360	FpWallX360	FshearWallX360	T_CFD360	T_ideal360	Cfg
20	2.46884e-05	0.256172	128.649	20.3764	-8.15703	-0.0283931	140.84	148.9	0.94587
21	2.59681e-05	0.256085	128.073	20.9055	-7.95427	-0.0283888	140.996	148.849	0.947242
22	2.72389e-05	0.255963	127.474	21.4433	-7.7424	-0.0283884	141.146	148.778	0.948704
23	2.85031e-05	0.255826	126.915	21.9344	-7.52977	-0.0283917	141.291	148.698	0.95019
24	2.97622e-05	0.255688	126.436	22.3476	-7.32355	-0.0283983	141.431	148.618	0.951642
25	3.10158e-05	0.255564	126.052	22.6726	-7.13021	-0.028408	141.566	148.546	0.953007
26	3.2265e-05	0.255461	125.76	22.9152	-6.94563	-0.0284202	141.702	148.487	0.954305
27	3.35105e-05	0.255381	125.549	23.089	-6.76012	-0.0284336	141.849	148.44	0.9556
28	3.4753e-05	0.255322	125.401	23.2096	-6.60608	-0.0284451	141.976	148.406	0.956673
29	3.5993e-05	0.25528	125.299	23.2916	-6.48811	-0.028454	142.074	148.381	0.957493
30	3.72308e-05	0.255251	125.23	23.3469	-6.40304	-0.0284605	142.145	148.364	0.958084
31	3.84669e-05	0.255232	125.183	23.3844	-6.34232	-0.0284658	142.197	148.353	0.958505
32	3.97015e-05	0.255218	125.151	23.4107	-6.30076	-0.0284706	142.232	148.345	0.958793
33	4.09348e-05	0.255209	125.127	23.4297	-6.2742	-0.0284753	142.254	148.34	0.958977
34	4.21671e-05	0.255202	125.109	23.4444	-6.25827	-0.0284803	142.267	148.336	0.959089
35	4.33985e-05	0.255197	125.095	23.4564	-6.24987	-0.0284856	142.273	148.333	0.959148
36	4.46292e-05	0.255193	125.083	23.4669	-6.24553	-0.0284917	142.275	148.33	0.959179
37	4.58592e-05	0.255189	125.071	23.4763	-6.24328	-0.0284988	142.276	148.328	0.959196
38	4.70887e-05	0.255186	125.061	23.4851	-6.244	-0.0285066	142.274	148.326	0.959193
39	4.83178e-05	0.255183	125.051	23.4935	-6.24816	-0.0285153	142.268	148.325	0.959166
40	4.95465e-05	0.25518	125.042	23.5015	-6.25589	-0.0285247	142.259	148.323	0.959115
41	5.07748e-05	0.255177	125.033	23.5094	-6.26707	-0.0285347	142.246	148.321	0.959041
42	5.20028e-05	0.255175	125.023	23.5173	-6.2812	-0.0285451	142.231	148.32	0.958947
43	5.32304e-05	0.255172	125.014	23.5251	-6.29744	-0.028556	142.213	148.318	0.958839
44	5.44577e-05	0.255169	125.005	23.5329	-6.31447	-0.0285672	142.195	148.317	0.958725
45	5.56847e-05	0.255167	124.996	23.5406	-6.33116	-0.0285786	142.177	148.315	0.958614
46	5.69115e-05	0.255164	124.987	23.5484	-6.34521	-0.0285904	142.162	148.314	0.95852
47	5.81382e-05	0.255161	124.978	23.5563	-6.35346	-0.0286023	142.152	148.312	0.958466
48	5.93647e-05	0.255159	124.969	23.5642	-6.35836	-0.0286144	142.146	148.311	0.958434
49	6.05911e-05	0.255156	124.959	23.5722	-6.36031	-0.0286266	142.143	148.309	0.958422
50	6.18174e-05	0.255153	124.95	23.5803	-6.35977	-0.0286388	142.142	148.308	0.958426
51	6.30436e-05	0.255151	124.94	23.5886	-6.35696	-0.028651	142.143	148.306	0.958446
52	6.42698e-05	0.255148	124.93	23.5971	-6.35269	-0.0286633	142.146	148.304	0.958476
53	6.54959e-05	0.255145	124.92	23.6057	-6.34806	-0.0286756	142.149	148.303	0.958509
54	6.67219e-05	0.255142	124.91	23.6145	-6.34415	-0.0286877	142.152	148.301	0.958536
55	6.79479e-05	0.255139	124.9	23.6236	-6.34066	-0.0286997	142.154	148.299	0.958561
56	6.91738e-05	0.255136	124.889	23.6329	-6.33825	-0.0287116	142.155	148.297	0.958579
57	7.03997e-05	0.255133	124.878	23.6425	-6.33671	-0.0287233	142.155	148.296	0.958591
58	7.16255e-05	0.255129	124.866	23.6525	-6.33341	-0.028735	142.156	148.294	0.958614
59	7.28513e-05	0.255126	124.854	23.6628	-6.33187	-0.0287464	142.156	148.292	0.958626
60	7.4077e-05	0.255123	124.841	23.6741	-6.33198	-0.0287577	142.154	148.29	0.958627
61	7.53027e-05	0.255119	124.827	23.6865	-6.33343	-0.0287687	142.151	148.287	0.958618
62	7.65283e-05	0.255115	124.812	23.6995	-6.33604	-0.0287797	142.146	148.285	0.958602
63	7.77538e-05	0.25511	124.796	23.7132	-6.33979	-0.0287907	142.14	148.282	0.958579
64	7.89792e-05	0.255105	124.779	23.7277	-6.34416	-0.0288018	142.134	148.28	0.958551
65	8.02045e-05	0.2551	124.761	23.7429	-6.34913	-0.028813	142.126	148.277	0.95852
66	8.14297e-05	0.255095	124.743	23.759	-6.3545	-0.0288244	142.118	148.274	0.958486
67	8.26548e-05	0.25509	124.723	23.776	-6.36037	-0.0288361	142.11	148.271	0.958449
68	8.38798e-05	0.255084	124.702	23.7938	-6.36654	-0.028848	142.101	148.267	0.95841
69	8.51047e-05	0.255078	124.68	23.8126	-6.37334	-0.0288602	142.091	148.264	0.958366
70	8.63295e-05	0.255071	124.658	23.8322	-6.38078	-0.0288725	142.08	148.26	0.958319
71	8.75543e-05	0.255064	124.634	23.8527	-6.3887	-0.0288849	142.069	148.256	0.958268
72	8.8779e-05	0.255057	124.609	23.874	-6.397	-0.0288974	142.057	148.252	0.958215
73	9.00036e-05	0.25505	124.583	23.896	-6.40579	-0.02891	142.045	148.247	0.958159
74	9.12279e-05	0.255042	124.556	23.9192	-6.41354	-0.0289225	142.033	148.243	0.95811
75	9.2452e-05	0.255034	124.528	23.9436	-6.422	-0.0289351	142.021	148.238	0.958057
76	9.36757e-05	0.255026	124.498	23.9691	-6.43122	-0.0289476	142.007	148.233	0.957998
77	9.48991e-05	0.255017	124.467	23.9956	-6.44135	-0.0289601	141.993	148.228	0.957934
78	9.61223e-05	0.255007	124.435	24.023	-6.45245	-0.0289726	141.977	148.223	0.957863
79	9.73452e-05	0.254998	124.403	24.0511	-6.46445	-0.0289853	141.96	148.217	0.957786
80	9.8568e-05	0.254988	124.369	24.08	-6.4773	-0.0289981	141.943	148.211	0.957704
81	9.97905e-05	0.254977	124.334	24.1096	-6.49087	-0.0290109	141.924	148.205	0.957617
82	0.000101013	0.254967	124.299	24.1398	-6.50511	-0.0290238	141.904	148.199	0.957526
83	0.000102235	0.254956	124.263	24.1705	-6.51981	-0.0290367	141.885	148.193	0.957431
84	0.000103457	0.254945	124.226	24.2017	-6.53455	-0.0290496	141.864	148.186	0.957337
85	0.000104679	0.254934	124.189	24.2333	-6.54923	-0.0290624	141.844	148.18	0.957243
86	0.000105901	0.254922	124.152	24.2654	-6.56372	-0.0290751	141.824	148.173	0.95715
87	0.000107123	0.254911	124.113	24.2978	-6.57786	-0.0290878	141.804	148.167	0.95706
88	0.000108345	0.254899	124.075	24.3304	-6.59152	-0.0291003	141.785	148.16	0.956973
89	0.000109567	0.254887	124.036	24.3634	-6.60463	-0.0291128	141.766	148.153	0.95689
90	0.000110788	0.254875	123.997	24.3965	-6.61722	-0.0291253	141.747	148.146	0.956811
91	0.00011201	0.254863	123.958	24.4298	-6.62929	-0.0291378	141.729	148.139	0.956735
92	0.000113232	0.254851	123.919	24.4632	-6.63912	-0.0291503	141.714	148.132	0.956674
93	0.000114453	0.254838	123.879	24.4968	-6.64899	-0.0291628	141.698	148.124	0.956613
94	0.000115675	0.254826	123.84	24.5304	-6.65884	-0.0291753	141.682	148.117	0.956553
95	0.000116897	0.254813	123.8	24.564	-6.66869	-0.0291877	141.666	148.11	0.956492
96	0.000118118	0.254801	123.76	24.5976	-6.67859	-0.0292002	141.65	148.103	0.956431
97	0.00011934	0.254788	123.72	24.6312	-6.68858	-0.0292126	141.634	148.095	0.956369
98	0.000120562	0.254776	123.681	24.6648	-6.69865	-0.0292249	141.618	148.088	0.956307
99	0.000121784	0.254763	123.641	24.6982	-6.70878	-0.0292372	141.601	148.081	0.956245
100	0.000123006	0.25475	123.602	24.7316	-6.71901	-0.0292494	141.585	148.073	0.956182
101	0.000124227	0.254738	123.562	24.7648	-6.72939	-0.0292616	141.568	148.066	0.956118
102	0.000125449	0.254725	123.523	24.7976	-6.73994	-0.0292736	141.552	148.059	0.956052
103	0.000126671	0.254713	123.485	24.8301	-6.75072	-0.0292857	141.535	148.051	0.955985
104	0.000127893	0.2547	123.447	24.8623	-6.76179	-0.0292978	141.518	148.044	0.955917
105	0.000129116	0.254688	123.409	24.8941	-6.77276	-0.0293099	141.501	148.037	0.955848
106	0.000130338	0.254675	123.371	24.9256	-6.78254	-0.029322	141.485	148.03	0.955788
107	0.00013156	0.254663	123.334	24.9568	-6.79442	-0.0293341	141.467	148.023	0.955714
108	0.000132782	0.254651	123.298	24.9876	-6.8054	-0.0293463	141.45	148.016	0.955645
109	0.000134005	0.254639	123.261	25.0182	-6.81707	-0.0293584	141.433	148.009	0.955572
110	0.000135227	0.254627	123.225	25.0484	-6.82935	-0.0293705	141.415	148.002	0.955495
111	0.00013645	0.254616	123.19	25.0783	-6.84211	-0.0293826	141.396	147.995	0.955414
112	0.000137672	0.254604	123.154	25.1079	-6.85522	-0.0293946	141.378	147.988	0.955331
113	0.000138895	0.254592	123.12	25.1371	-6.86853	-0.0294066	141.359	147.981	0.955247
114	0.000140118	0.254581	123.085	25.1661	-6.88189	-0.0294185	141.34	147.975	0.955162
115	0.000141341	0.254569	123.051	25.1948	-6.8952	-0.0294303	141.321	147.968	0.955078
116	0.000142564	0.254558	123.017	25.2232	-6.90832	-0.0294421	141.302	147.961	0.954995
117	0.000143786	0.254547	122.983	25.2512	-6.92116	-0.0294539	141.284	147.955	0.954913
118	0.000145009	0.254535	122.95	25.279	-6.93365	-0.0294657	141.266	147.948	0.954834
119	0.000146232	0.254524	122.917	25.3065	-6.94572	-0.0294774	141.249	147.942	0.954758
120	0.000147456	0.254513	122.885	25.3337	-6.95736	-0.0294892	141.232	147.936	0.954685
121	0.000148679	0.254502	122.853	25.3606	-6.96859	-0.0295011	141.215	147.929	0.954614
122	0.000149902	0.254492	122.821	25.3873	-6.97947	-0.0295129	141.199	147.923	0.954546
123	0.000151125	0.254481	122.789	25.4136	-6.98892	-0.0295248	141.185	147.917	0.954487
124	0.000152348	0.25447	122.758	25.4397	-6.99845	-0.0295366	141.17	147.91	0.954428
125	0.000153572	0.25446	122.727	25.4655	-7.00648	-0.0295485	141.157	147.904	0.954379
126	0.000154795	0.254449	122.697	25.4911	-7.01075	-0.0295603	141.147	147.898	0.954355
127	0.000156019	0.254439	122.666	25.5163	-7.01328	-0.0295721	141.14	147.892	0.954343
128	0.000157242	0.254429	122.636	25.5413	-7.01582	-0.0295839	141.132	147.886	0.954331
129	0.000158466	0.254418	122.607	25.5661	-7.01886	-0.0295956	141.124	147.88	0.954315
130	0.000159689	0.254408	122.577	25.5906	-7.02264	-0.0296073	141.116	147.874	0.954294
131	0.000160913	0.254398	122.548	25.6148	-7.02728	-0.0296189	141.106	147.869	0.954268
132	0.000162137	0.254388	122.52	25.6388	-7.03284	-0.0296306	141.096	147.863	0.954235
133	0.00016336	0.254378	122.491	25.6626	-7.03935	-0.0296424	141.085	147.857	0.954196
134	0.000164584	0.254369	122.463	25.6861	-7.04687	-0.0296542	141.072	147.851	0.95415
135	0.000165808	0.254359	122.435	25.7094	-7.05542	-0.029666	141.059	147.846	0.954097
136	0.000167032	0.254349	122.407	25.7324	-7.06497	-0.0296779	141.045	147.84	0.954037
137	0.000168256	0.25434	122.38	25.7552	-7.07545	-0.0296899	141.03	147.835	0.953971
138	0.00016948	0.25433	122.353	25.7778	-7.08681	-0.0297018	141.014	147.829	0.953899
139	0.000170704	0.254321	122.326	25.8001	-7.09892	-0.0297138	140.997	147.824	0.953821
140	0.000171928	0.254312	122.299	25.8222	-7.11166	-0.0297258	140.98	147.818	0.95374
141	0.000173152	0.254302	122.273	25.8441	-7.12487	-0.0297377	140.962	147.813	0.953655
142	0.000174376	0.254293	122.247	25.8657	-7.13842	-0.0297496	140.944	147.808	0.953568
143	0.0001756	0.254284	122.221	25.8872	-7.15222	-0.0297615	140.926	147.802	0.953479
144	0.000176825	0.254275	122.196	25.9084	-7.16624	-0.0297734	140.908	147.797	0.953388
145	0.000178049	0.254266	122.17	25.9294	-7.18031	-0.0297853	140.89	147.792	0.953298
146	0.000179273	0.254257	122.145	25.9502	-7.1943	-0.0297972	140.871	147.787	0.953207
147	0.000180497	0.254249	122.12	25.9708	-7.20809	-0.0298091	140.853	147.782	0.953118
148	0.000181722	0.25424	122.096	25.9912	-7.22162	-0.029821	140.836	147.777	0.953031
149	0.000182946	0.254231	122.072	26.0114	-7.23471	-0.0298329	140.818	147.771	0.952947
150	0.000184171	0.254223	122.047	26.0314	-7.24772	-0.0298448	140.801	147.767	0.952863
151	0.000185395	0.254214	122.024	26.0511	-7.25827	-0.0298568	140.787	147.762	0.952796
152	0.00018662	0.254206	122	26.0707	-7.27155	-0.0298687	140.769	147.757	0.95271
153	0.000187844	0.254197	121.977	26.0901	-7.28381	-0.0298806	140.753	147.752	0.952631
154	0.000189069	0.254189	121.953	26.1093	-7.29346	-0.0298927	140.739	147.747	0.95257
155	0.000190293	0.254181	121.93	26.1283	-7.30525	-0.0299047	140.724	147.742	0.952494
156	0.000191518	0.254173	121.908	26.1471	-7.3144	-0.0299167	140.711	147.738	0.952436
157	0.000192743	0.254165	121.885	26.1657	-7.3253	-0.0299288	140.696	147.733	0.952366
158	0.000193968	0.254157	121.863	26.1841	-7.33412	-0.029941	140.683	147.728	0.952311
159	0.000195192	0.254149	121.841	26.2024	-7.344	-0.0299531	140.669	147.724	0.952248
160	0.000196417	0.254141	121.819	26.2204	-7.35278	-0.0299654	140.657	147.719	0.952192
161	0.000197642	0.254133	121.798	26.2383	-7.36337	-0.0299777	140.643	147.714	0.952124
162	0.000198867	0.254125	121.776	26.256	-7.37197	-0.02999	140.63	147.71	0.95207
163	0.000200092	0.254118	121.755	26.2736	-7.38078	-0.0300024	140.618	147.706	0.952014
164	0.000201317	0.25411	121.734	26.2909	-7.39146	-0.0300148	140.603	147.701	0.951945
165	0.000202542	0.254103	121.713	26.3081	-7.40021	-0.0300273	140.591	147.697	0.95189
166	0.000203767	0.254095	121.693	26.3251	-7.40913	-0.0300398	140.579	147.692	0.951833
167	0.000204992	0.254088	121.672	26.3419	-7.41994	-0.0300522	140.564	147.688	0.951764
168	0.000206217	0.25408	121.652	26.3586	-7.42869	-0.0300647	140.552	147.684	0.951708
169	0.000207442	0.254073	121.632	26.3751	-7.43759	-0.0300772	140.539	147.68	0.951651
170	0.000208667	0.254066	121.612	26.3915	-7.44729	-0.0300897	140.526	147.675	0.951589
171	0.000209892	0.254059	121.593	26.4076	-7.4562	-0.0301022	140.514	147.671	0.951533
172	0.000211117	0.254052	121.573	26.4237	-7.46516	-0.0301146	140.502	147.667	0.951475
173	0.000212342	0.254045	121.554	26.4395	-7.47413	-0.0301271	140.489	147.663	0.951418
174	0.000213568	0.254038	121.535	26.4552	-7.48301	-0.0301396	140.477	147.659	0.951361
175	0.000214793	0.254031	121.516	26.4708	-7.49175	-0.030152	140.465	147.655	0.951306
176	0.000216018	0.254024	121.497	26.4861	-7.50029	-0.0301645	140.453	147.651	0.951251
177	0.000217244	0.254017	121.479	26.5014	-7.50861	-0.030177	140.442	147.647	0.951198
178	0.000218469	0.25401	121.461	26.5165	-7.51671	-0.0301894	140.43	147.643	0.951147
179	0.000219694	0.254004	121.443	26.5314	-7.52458	-0.0302019	140.419	147.639	0.951097
180	0.00022092	0.253997	121.425	26.5462	-7.53218	-0.0302144	140.408	147.635	0.951049
181	0.000222145	0.25399	121.407	26.5608	-7.53957	-0.030227	140.398	147.632	0.951002
182	0.000223371	0.253984	121.389	26.5753	-7.54678	-0.0302396	140.388	147.628	0.950956
183	0.000224596	0.253978	121.372	26.5897	-7.55388	-0.0302522	140.377	147.624	0.950911
184	0.000225822	0.253971	121.355	26.6039	-7.5609	-0.0302649	140.367	147.62	0.950867
185	0.000227047	0.253965	121.338	26.6179	-7.56791	-0.0302776	140.357	147.617	0.950823
186	0.000228273	0.253959	121.321	26.6319	-7.57496	-0.0302904	140.347	147.613	0.950778
187	0.000229498	0.253952	121.304	26.6457	-7.58211	-0.0303032	140.337	147.609	0.950733
188	0.000230724	0.253946	121.287	26.6593	-7.58942	-0.0303161	140.327	147.606	0.950686
189	0.000231949	0.25394	121.271	26.6728	-7.59694	-0.0303291	140.316	147.602	0.950638
190	0.000233175	0.253934	121.255	26.6862	-7.60471	-0.030342	140.306	147.599	0.950589
191	0.000234401	0.253928	121.238	26.6995	-7.61272	-0.0303551	140.295	147.595	0.950537
192	0.000235627	0.253922	121.222	26.7126	-7.62099	-0.0303682	140.284	147.592	0.950484
193	0.000236852	0.253916	121.207	26.7256	-7.62953	-0.0303813	140.272	147.588	0.950429
194	0.000238078	0.25391	121.191	26.7384	-7.63833	-0.0303944	140.261	147.585	0.950372
195	0.000239304	0.253905	121.176	26.7512	-7.64741	-0.0304076	140.249	147.582	0.950314
196	0.00024053	0.253899	121.16	26.7638	-7.65673	-0.0304208	140.237	147.578	0.950254
197	0.000241755	0.253893	121.145	26.7762	-7.66625	-0.030434	140.225	147.575	0.950192
198	0.000242981	0.253888	121.13	26.7886	-7.67592	-0.0304472	140.212	147.572	0.950129
199	0.000244207	0.253882	121.115	26.8008	-7.68572	-0.0304604	140.2	147.569	0.950065
200	0.000245433	0.253876	121.1	26.8129	-7.69558	-0.0304736	140.187	147.565	0.950001
201	0.000246659	0.253871	121.086	26.8249	-7.70546	-0.0304868	140.175	147.562	0.949937
202	0.000247885	0.253866	121.071	26.8368	-7.7153	-0.0304999	140.162	147.559	0.949873
203	0.000249111	0.25386	121.057	26.8486	-7.72504	-0.0305131	140.15	147.556	0.94981
204	0.000250337	0.253855	121.043	26.8602	-7.73461	-0.0305262	140.138	147.553	0.949748
205	0.000251563	0.25385	121.029	26.8717	-7.74393	-0.0305394	140.126	147.55	0.949687
206	0.000252789	0.253844	121.015	26.8832	-7.75295	-0.0305525	140.114	147.547	0.949629
207	0.000254015	0.253839	121.001	26.8945	-7.76163	-0.0305656	140.103	147.544	0.949572
208	0.000255241	0.253834	120.987	26.9056	-7.76995	-0.0305786	140.093	147.541	0.949518
209	0.000256467	0.253829	120.974	26.9167	-7.77788	-0.0305917	140.082	147.538	0.949467
210	0.000257693	0.253824	120.961	26.9277	-7.78545	-0.0306048	140.072	147.535	0.949418
211	0.000258919	0.253819	120.947	26.9385	-7.79268	-0.0306179	140.063	147.532	0.949372
212	0.000260145	0.253814	120.934	26.9493	-7.7996	-0.0306309	140.053	147.529	0.949327
213	0.000261372	0.253809	120.921	26.9599	-7.80625	-0.030644	140.044	147.526	0.949285
214	0.000262598	0.253804	120.908	26.9705	-7.81264	-0.0306571	140.035	147.523	0.949244
215	0.000263824	0.253799	120.896	26.9809	-7.81885	-0.0306703	140.027	147.52	0.949204
216	0.00026505	0.253794	120.883	26.9912	-7.82492	-0.0306835	140.019	147.518	0.949165
217	0.000266276	0.25379	120.87	27.0015	-7.83094	-0.0306967	140.01	147.515	0.949127
218	0.000267503	0.253785	120.858	27.0116	-7.83696	-0.03071	140.002	147.512	0.949088
219	0.000268729	0.25378	120.846	27.0216	-7.84306	-0.0307233	139.994	147.509	0.949049
220	0.000269955	0.253776	120.834	27.0316	-7.8493	-0.0307366	139.985	147.507	0.949009
221	0.000271182	0.253771	120.822	27.0414	-7.85572	-0.03075	139.977	147.504	0.948968
222	0.000272408	0.253767	120.81	27.0511	-7.86232	-0.0307634	139.968	147.501	0.948926
223	0.000273634	0.253762	120.798	27.0607	-7.86913	-0.0307769	139.959	147.499	0.948882
224	0.000274861	0.253758	120.786	27.0703	-7.87618	-0.0307903	139.95	147.496	0.948836
225	0.000276087	0.253753	120.775	27.0797	-7.88345	-0.0308039	139.94	147.494	0.948789
226	0.000277313	0.253749	120.763	27.0891	-7.89095	-0.0308174	139.931	147.491	0.94874
227	0.00027854	0.253745	120.752	27.0983	-7.89864	-0.030831	139.921	147.489	0.94869
228	0.000279766	0.25374	120.741	27.1075	-7.90648	-0.0308446	139.911	147.486	0.948639
229	0.000280993	0.253736	120.73	27.1166	-7.91443	-0.0308582	139.901	147.484	0.948587
230	0.000282219	0.253732	120.719	27.1256	-7.9224	-0.0308718	139.891	147.481	0.948535
231	0.000283446	0.253728	120.708	27.1345	-7.93034	-0.0308854	139.881	147.479	0.948484
232	0.000284672	0.253724	120.697	27.1433	-7.93815	-0.0308989	139.871	147.476	0.948433
233	0.000285899	0.253719	120.687	27.152	-7.94573	-0.0309124	139.862	147.474	0.948383
234	0.000287125	0.253715	120.676	27.1607	-7.95298	-0.0309259	139.853	147.472	0.948336
235	0.000288352	0.253711	120.666	27.1692	-7.95978	-0.0309393	139.844	147.469	0.948292
236	0.000289578	0.253707	120.655	27.1777	-7.96606	-0.0309526	139.836	147.467	0.948251
237	0.000290805	0.253703	120.645	27.1861	-7.97173	-0.0309659	139.828	147.465	0.948215
238	0.000292032	0.2537	120.635	27.1944	-7.97674	-0.0309791	139.821	147.462	0.948183
239	0.000293258	0.253696	120.625	27.2026	-7.98107	-0.0309922	139.815	147.46	0.948155
240	0.000294485	0.253692	120.615	27.2108	-7.98472	-0.0310053	139.81	147.458	0.948133
241	0.000295711	0.253688	120.605	27.2188	-7.98774	-0.0310184	139.805	147.456	0.948114
242	0.000296938	0.253684	120.595	27.2268	-7.99025	-0.0310314	139.801	147.454	0.948099
243	0.000298165	0.253681	120.585	27.2347	-7.99238	-0.0310445	139.797	147.451	0.948086
244	0.000299391	0.253677	120.576	27.2425	-7.99427	-0.0310575	139.793	147.449	0.948075
245	0.000300618	0.253673	120.566	27.2503	-7.99609	-0.0310705	139.789	147.447	0.948065
246	0.000301845	0.25367	120.557	27.258	-7.99811	-0.0310836	139.786	147.445	0.948053
247	0.000303072	0.253666	120.548	27.2656	-8.00057	-0.0310967	139.781	147.443	0.948038
248	0.000304298	0.253662	120.538	27.2731	-8.00369	-0.03111	139.777	147.441	0.948018
249	0.000305525	0.253659	120.529	27.2805	-8.00774	-0.0311234	139.771	147.439	0.947993
250	0.000306752	0.253655	120.52	27.2879	-8.013	-0.031137	139.764	147.437	0.947959
251	0.000307979	0.253652	120.511	27.2952	-8.0198	-0.0311507	139.756	147.435	0.947914
252	0.000309205	0.253648	120.502	27.3025	-8.0285	-0.0311646	139.745	147.433	0.947857
253	0.000310432	0.253645	120.494	27.3096	-8.03953	-0.0311787	139.733	147.431	0.947784
254	0.000311659	0.253642	120.485	27.3167	-8.05333	-0.031193	139.717	147.429	0.947692
255	0.000312886	0.253638	120.476	27.3238	-8.07038	-0.0312075	139.698	147.427	0.947578
256	0.000314113	0.253635	120.468	27.3307	-8.09119	-0.0312221	139.676	147.425	0.947438
257	0.00031534	0.253632	120.459	27.3376	-8.11632	-0.0312368	139.649	147.423	0.947269
258	0.000316566	0.253629	120.451	27.3444	-8.14631	-0.0312515	139.618	147.421	0.947068
259	0.000317793	0.253625	120.443	27.3512	-8.18178	-0.0312663	139.581	147.419	0.946829
260	0.00031902	0.253622	120.434	27.3579	-8.22334	-0.0312812	139.538	147.417	0.946548
261	0.000320247	0.253619	120.426	27.3645	-8.27182	-0.031296	139.488	147.416	0.946221
262	0.000321474	0.253616	120.418	27.3711	-8.32785	-0.0313109	139.43	147.414	0.945842
263	0.000322701	0.253613	120.41	27.3776	-8.39213	-0.0313258	139.364	147.412	0.945408
264	0.000323928	0.25361	120.402	27.384	-8.46616	-0.0313406	139.289	147.41	0.944907
265	0.000325155	0.253607	120.395	27.3904	-8.55493	-0.0313552	139.199	147.408	0.944306
266	0.000326382	0.253604	120.387	27.3967	-8.64773	-0.0313698	139.104	147.407	0.943678
267	0.000327609	0.253601	120.379	27.4029	-8.74499	-0.0313843	139.006	147.405	0.94302
268	0.000328836	0.253598	120.372	27.4091	-8.84725	-0.0313987	138.902	147.403	0.942327
269	0.000330063	0.253595	120.364	27.4152	-8.95544	-0.0314131	138.793	147.402	0.941595
270	0.00033129	0.253592	120.357	27.4213	-9.06989	-0.0314275	138.677	147.4	0.94082
271	0.000332517	0.253589	120.349	27.4273	-9.19074	-0.0314418	138.554	147.398	0.940001
272	0.000333744	0.253586	120.342	27.4333	-9.31802	-0.0314562	138.426	147.397	0.939139
273	0.000334971	0.253583	120.335	27.4392	-9.45166	-0.0314705	138.291	147.395	0.938233
274	0.000336198	0.25358	120.328	27.445	-9.59153	-0.0314848	138.15	147.393	0.937286
275	0.000337425	0.253578	120.321	27.4508	-9.73749	-0.0314992	138.002	147.392	0.936297
276	0.000338652	0.253575	120.313	27.4565	-9.88936	-0.0315136	137.849	147.39	0.935267
277	0.000339879	0.253572	120.307	27.4622	-10.047	-0.0315279	137.69	147.388	0.934199
278	0.000341106	0.25357	120.3	27.4678	-10.2102	-0.0315422	137.526	147.387	0.933093
279	0.000342333	0.253567	120.293	27.4734	-10.3786	-0.0315566	137.356	147.385	0.931952
280	0.00034356	0.253564	120.286	27.4789	-10.5521	-0.0315709	137.181	147.384	0.930775
281	0.000344787	0.253562	120.279	27.4843	-10.7304	-0.0315851	137.002	147.382	0.929567
282	0.000346015	0.253559	120.273	27.4897	-10.9133	-0.0315994	136.817	147.381	0.928327
283	0.000347242	0.253556	120.266	27.4951	-11.1003	-0.0316135	136.629	147.379	0.927059
284	0.000348469	0.253554	120.26	27.5004	-11.2908	-0.0316276	136.438	147.378	0.925767
285	0.000349696	0.253551	120.253	27.5056	-11.4841	-0.0316417	136.243	147.376	0.924457
286	0.000350923	0.253549	120.247	27.5108	-11.6798	-0.0316557	136.046	147.375	0.92313
