#step	time	mdot360	FmomInletX360	FpInletGaugeX360	FpWallX360	FshearWallX360	T_CFD360	T_ideal360	Cfg
73	9.03399e-05	0.204965	92.8705	11.6921	-6.40832	-0.0283479	98.1259	104.3	0.940808
74	9.15682e-05	0.204951	92.8434	11.7131	-6.4162	-0.0283531	98.112	104.293	0.940735
75	9.27965e-05	0.204937	92.8145	11.7356	-6.42477	-0.0283584	98.097	104.286	0.940656
76	9.40246e-05	0.204922	92.7837	11.7596	-6.43415	-0.0283637	98.0808	104.278	0.94057
77	9.52527e-05	0.204906	92.7511	11.7849	-6.4445	-0.0283688	98.0631	104.27	0.940474
78	9.64806e-05	0.204889	92.7167	11.8116	-6.45582	-0.0283739	98.0441	104.261	0.94037
79	9.77085e-05	0.204871	92.6803	11.8399	-6.46805	-0.028379	98.0237	104.252	0.940256
80	9.89363e-05	0.204852	92.642	11.8695	-6.48112	-0.0283841	98.002	104.242	0.940136
81	0.000100164	0.204832	92.6019	11.9005	-6.49491	-0.0283892	97.9791	104.232	0.940008
82	0.000101391	0.204811	92.5603	11.9326	-6.50934	-0.0283943	97.9552	104.222	0.939875
83	0.000102619	0.20479	92.5173	11.9658	-6.52412	-0.0283994	97.9306	104.211	0.939738
84	0.000103846	0.204767	92.4729	12	-6.53892	-0.0284045	97.9056	104.199	0.939601
85	0.000105072	0.204744	92.4273	12.0351	-6.55361	-0.0284098	97.8803	104.187	0.939466
86	0.000106299	0.20472	92.3806	12.071	-6.56807	-0.028415	97.8551	104.175	0.939333
87	0.000107526	0.204695	92.3329	12.1076	-6.58212	-0.0284202	97.8299	104.163	0.939205
88	0.000108752	0.20467	92.2842	12.1449	-6.59566	-0.0284255	97.805	104.15	0.939081
89	0.000109978	0.204644	92.2346	12.1829	-6.60866	-0.0284307	97.7804	104.137	0.938963
90	0.000111204	0.204618	92.1843	12.2214	-6.62113	-0.0284359	97.7561	104.123	0.938849
91	0.00011243	0.204592	92.1332	12.2605	-6.63299	-0.0284411	97.7323	104.11	0.938742
92	0.000113656	0.204565	92.0815	12.3	-6.64277	-0.0284462	97.7103	104.096	0.938655
93	0.000114882	0.204537	92.0292	12.3399	-6.6526	-0.0284511	97.6881	104.082	0.938568
94	0.000116108	0.204509	91.9764	12.3802	-6.66243	-0.0284559	97.6657	104.068	0.938481
95	0.000117333	0.204481	91.9231	12.4208	-6.67228	-0.0284607	97.6432	104.054	0.938394
96	0.000118559	0.204453	91.8703	12.4609	-6.6822	-0.0284654	97.6205	104.039	0.938306
97	0.000119785	0.204424	91.8182	12.5003	-6.69223	-0.0284701	97.5978	104.025	0.938217
98	0.000121011	0.204397	91.7669	12.5391	-6.70234	-0.0284748	97.5752	104.011	0.938128
99	0.000122237	0.204369	91.7164	12.5773	-6.71252	-0.0284796	97.5527	103.997	0.938037
100	0.000123463	0.204342	91.6667	12.6149	-6.72283	-0.0284843	97.5302	103.983	0.937945
101	0.000124689	0.204315	91.6177	12.6519	-6.7333	-0.028489	97.5078	103.969	0.937852
102	0.000125915	0.204289	91.5696	12.6882	-6.74396	-0.0284938	97.4853	103.956	0.937757
103	0.000127141	0.204263	91.5222	12.724	-6.75487	-0.0284986	97.4628	103.943	0.937659
104	0.000128368	0.204238	91.4756	12.7591	-6.76607	-0.0285033	97.4402	103.93	0.937559
105	0.000129594	0.204212	91.4299	12.7936	-6.7755	-0.0285081	97.4195	103.917	0.937475
106	0.000130821	0.204188	91.3849	12.8275	-6.7875	-0.0285127	97.3963	103.904	0.937367
107	0.000132047	0.204163	91.3406	12.8608	-6.79816	-0.0285173	97.3748	103.892	0.937271
108	0.000133274	0.204139	91.2972	12.8935	-6.80954	-0.0285218	97.3526	103.88	0.937168
109	0.000134501	0.204116	91.2545	12.9256	-6.8216	-0.0285263	97.33	103.868	0.937059
110	0.000135728	0.204092	91.2126	12.9571	-6.83422	-0.0285308	97.307	103.856	0.936944
111	0.000136955	0.204069	91.1714	12.9881	-6.84725	-0.0285352	97.2837	103.844	0.936825
112	0.000138182	0.204047	91.131	13.0184	-6.86058	-0.0285396	97.2603	103.833	0.936703
113	0.000139409	0.204025	91.0914	13.0482	-6.87403	-0.0285441	97.237	103.821	0.93658
114	0.000140636	0.204003	91.0524	13.0775	-6.88746	-0.0285485	97.2139	103.81	0.936457
115	0.000141863	0.203982	91.0142	13.1062	-6.90079	-0.0285529	97.191	103.799	0.936335
116	0.00014309	0.203961	90.9767	13.1343	-6.91387	-0.0285574	97.1685	103.789	0.936215
117	0.000144318	0.20394	90.9399	13.1619	-6.92662	-0.0285618	97.1466	103.778	0.936098
118	0.000145545	0.20392	90.9038	13.1889	-6.93899	-0.0285662	97.1252	103.768	0.935985
119	0.000146773	0.2039	90.8684	13.2155	-6.95092	-0.0285705	97.1043	103.758	0.935876
120	0.000148	0.20388	90.8336	13.2415	-6.96242	-0.0285749	97.0841	103.748	0.935771
121	0.000149228	0.203861	90.7995	13.267	-6.97353	-0.0285792	97.0644	103.738	0.93567
122	0.000150456	0.203842	90.7661	13.2921	-6.9843	-0.0285835	97.0453	103.728	0.935572
123	0.000151683	0.203823	90.7333	13.3166	-6.99369	-0.0285878	97.0276	103.719	0.935487
124	0.000152911	0.203805	90.7012	13.3406	-7.00295	-0.028592	97.0102	103.71	0.935403
125	0.000154139	0.203787	90.6696	13.3642	-7.00955	-0.0285963	96.9957	103.701	0.935344
126	0.000155367	0.20377	90.6387	13.3873	-7.01276	-0.0286006	96.9847	103.692	0.935319
127	0.000156595	0.203752	90.6084	13.41	-7.01514	-0.0286049	96.9746	103.683	0.935301
128	0.000157823	0.203736	90.5787	13.4321	-7.01781	-0.0286092	96.9644	103.674	0.93528
129	0.000159051	0.203719	90.5496	13.4539	-7.0211	-0.0286134	96.9538	103.666	0.935254
130	0.000160279	0.203703	90.521	13.4752	-7.0252	-0.0286177	96.9424	103.657	0.935219
131	0.000161508	0.203687	90.493	13.4961	-7.03023	-0.0286219	96.9303	103.649	0.935175
132	0.000162736	0.203671	90.4656	13.5166	-7.0362	-0.0286262	96.9173	103.641	0.935123
133	0.000163964	0.203656	90.4387	13.5366	-7.04316	-0.0286305	96.9035	103.633	0.93506
134	0.000165193	0.203641	90.4124	13.5563	-7.05116	-0.0286349	96.8888	103.626	0.934988
135	0.000166421	0.203626	90.3865	13.5755	-7.06018	-0.0286392	96.8732	103.618	0.934905
136	0.00016765	0.203611	90.3612	13.5944	-7.07018	-0.0286436	96.8568	103.611	0.934813
137	0.000168878	0.203597	90.3364	13.6129	-7.0811	-0.028648	96.8396	103.604	0.934712
138	0.000170107	0.203583	90.3122	13.631	-7.09285	-0.0286524	96.8216	103.597	0.934603
139	0.000171335	0.203569	90.2884	13.6487	-7.1053	-0.0286568	96.8031	103.59	0.934487
140	0.000172564	0.203556	90.265	13.666	-7.11831	-0.0286612	96.7841	103.583	0.934366
141	0.000173793	0.203543	90.2422	13.683	-7.13172	-0.0286656	96.7649	103.576	0.93424
142	0.000175022	0.20353	90.2198	13.6997	-7.1454	-0.02867	96.7455	103.569	0.934112
143	0.00017625	0.203517	90.1979	13.716	-7.15933	-0.0286745	96.7259	103.563	0.933982
144	0.000177479	0.203505	90.1764	13.732	-7.17341	-0.0286789	96.7063	103.557	0.933849
145	0.000178708	0.203492	90.1554	13.7477	-7.18746	-0.0286833	96.6869	103.55	0.933718
146	0.000179937	0.203481	90.1347	13.763	-7.20139	-0.0286878	96.6677	103.544	0.933587
147	0.000181166	0.203469	90.1145	13.778	-7.21506	-0.0286922	96.6488	103.538	0.933458
148	0.000182395	0.203457	90.0948	13.7927	-7.22848	-0.0286966	96.6303	103.533	0.933332
149	0.000183625	0.203446	90.0754	13.8071	-7.24125	-0.028701	96.6125	103.527	0.933212
150	0.000184854	0.203435	90.0564	13.8212	-7.25445	-0.0287054	96.5945	103.521	0.933088
151	0.000186083	0.203424	90.0378	13.8351	-7.26487	-0.0287098	96.5793	103.516	0.932991
152	0.000187312	0.203414	90.0195	13.8486	-7.27794	-0.0287142	96.5615	103.51	0.932868
153	0.000188541	0.203403	90.0017	13.8619	-7.28793	-0.0287187	96.5469	103.505	0.932775
154	0.000189771	0.203393	89.9842	13.8749	-7.30018	-0.0287232	96.5301	103.5	0.93266
155	0.000191	0.203383	89.967	13.8876	-7.30963	-0.0287277	96.5163	103.495	0.932571
156	0.00019223	0.203373	89.9502	13.9001	-7.32105	-0.0287323	96.5005	103.49	0.932464
157	0.000193459	0.203364	89.9338	13.9123	-7.33003	-0.0287369	96.4873	103.485	0.93238
158	0.000194688	0.203354	89.9176	13.9243	-7.33909	-0.0287416	96.4741	103.48	0.932296
159	0.000195918	0.203345	89.9018	13.936	-7.34996	-0.0287463	96.4591	103.475	0.932193
160	0.000197148	0.203336	89.8863	13.9475	-7.35869	-0.0287511	96.4464	103.471	0.932112
161	0.000198377	0.203327	89.8711	13.9588	-7.36847	-0.028756	96.4327	103.466	0.93202
162	0.000199607	0.203318	89.8562	13.9698	-7.37728	-0.0287609	96.42	103.462	0.931938
163	0.000200836	0.20331	89.8416	13.9807	-7.38788	-0.0287657	96.4056	103.458	0.931838
164	0.000202066	0.203301	89.8273	13.9913	-7.39664	-0.0287707	96.3932	103.453	0.931756
165	0.000203296	0.203293	89.8133	14.0017	-7.40559	-0.0287756	96.3806	103.449	0.931672
166	0.000204525	0.203285	89.7996	14.0119	-7.41638	-0.0287805	96.3662	103.445	0.93157
167	0.000205755	0.203277	89.7861	14.0218	-7.42518	-0.0287855	96.354	103.441	0.931487
168	0.000206985	0.20327	89.7729	14.0316	-7.43411	-0.0287905	96.3416	103.437	0.931403
169	0.000208215	0.203262	89.7599	14.0413	-7.44415	-0.0287954	96.3282	103.433	0.931309
170	0.000209445	0.203254	89.7472	14.0507	-7.45304	-0.0288004	96.316	103.429	0.931225
171	0.000210675	0.203247	89.7347	14.0599	-7.46199	-0.0288054	96.3038	103.426	0.931141
172	0.000211905	0.20324	89.7225	14.069	-7.47096	-0.0288103	96.2917	103.422	0.931056
173	0.000213134	0.203233	89.7105	14.0778	-7.47988	-0.0288153	96.2797	103.418	0.930972
174	0.000214364	0.203226	89.6988	14.0865	-7.48868	-0.0288202	96.2678	103.415	0.930889
175	0.000215594	0.203219	89.6872	14.0951	-7.4973	-0.0288252	96.2562	103.411	0.930808
176	0.000216824	0.203213	89.6759	14.1035	-7.50571	-0.0288302	96.2449	103.408	0.930729
177	0.000218054	0.203206	89.6649	14.1117	-7.5139	-0.0288351	96.2338	103.405	0.930651
178	0.000219284	0.2032	89.654	14.1197	-7.52188	-0.0288401	96.223	103.401	0.930576
179	0.000220515	0.203193	89.6433	14.1276	-7.52958	-0.0288451	96.2125	103.398	0.930504
180	0.000221745	0.203187	89.6328	14.1354	-7.53706	-0.0288501	96.2023	103.395	0.930433
181	0.000222975	0.203181	89.6226	14.143	-7.54436	-0.0288552	96.1923	103.392	0.930365
182	0.000224205	0.203175	89.6125	14.1504	-7.55152	-0.0288603	96.1825	103.389	0.930297
183	0.000225435	0.203169	89.6026	14.1578	-7.5586	-0.0288654	96.1729	103.386	0.93023
184	0.000226665	0.203164	89.5929	14.1649	-7.56565	-0.0288706	96.1633	103.383	0.930164
185	0.000227895	0.203158	89.5834	14.172	-7.57272	-0.0288759	96.1538	103.38	0.930097
186	0.000229126	0.203153	89.574	14.1789	-7.57989	-0.0288812	96.1442	103.378	0.93003
187	0.000230356	0.203147	89.5649	14.1857	-7.5872	-0.0288865	96.1345	103.375	0.929961
188	0.000231586	0.203142	89.5559	14.1923	-7.5947	-0.0288919	96.1246	103.372	0.92989
189	0.000232816	0.203137	89.547	14.1989	-7.60244	-0.0288974	96.1146	103.369	0.929816
190	0.000234047	0.203132	89.5384	14.2053	-7.61044	-0.0289029	96.1043	103.367	0.929741
191	0.000235277	0.203126	89.5298	14.2116	-7.61868	-0.0289084	96.0938	103.364	0.929662
192	0.000236507	0.203122	89.5215	14.2178	-7.62718	-0.028914	96.0832	103.362	0.929582
193	0.000237738	0.203117	89.5133	14.2238	-7.63596	-0.0289197	96.0722	103.359	0.929498
194	0.000238968	0.203112	89.5052	14.2298	-7.64501	-0.0289253	96.0611	103.357	0.929412
195	0.000240198	0.203107	89.4973	14.2356	-7.6543	-0.028931	96.0497	103.354	0.929324
196	0.000241429	0.203103	89.4896	14.2414	-7.66382	-0.0289366	96.0382	103.352	0.929233
197	0.000242659	0.203098	89.482	14.247	-7.67349	-0.0289423	96.0265	103.35	0.929141
198	0.00024389	0.203094	89.4745	14.2525	-7.68329	-0.028948	96.0148	103.348	0.929047
199	0.00024512	0.203089	89.4671	14.258	-7.69318	-0.0289537	96.003	103.345	0.928953
200	0.000246351	0.203085	89.4599	14.2633	-7.70309	-0.0289594	95.9912	103.343	0.928858
201	0.000247581	0.203081	89.4528	14.2685	-7.71297	-0.028965	95.9794	103.341	0.928764
202	0.000248811	0.203077	89.4459	14.2737	-7.72276	-0.0289707	95.9678	103.339	0.92867
203	0.000250042	0.203073	89.4391	14.2787	-7.73239	-0.0289763	95.9564	103.337	0.928578
204	0.000251272	0.203069	89.4323	14.2837	-7.74179	-0.0289819	95.9453	103.335	0.928489
205	0.000252503	0.203065	89.4258	14.2886	-7.7509	-0.0289875	95.9344	103.333	0.928402
206	0.000253734	0.203061	89.4193	14.2933	-7.75967	-0.0289931	95.924	103.331	0.928318
207	0.000254964	0.203057	89.4129	14.298	-7.76809	-0.0289986	95.9139	103.329	0.928238
208	0.000256195	0.203054	89.4067	14.3027	-7.77613	-0.0290042	95.9042	103.327	0.928161
209	0.000257425	0.20305	89.4005	14.3072	-7.7838	-0.0290098	95.8949	103.325	0.928088
210	0.000258656	0.203046	89.3945	14.3116	-7.79112	-0.0290153	95.886	103.323	0.928018
211	0.000259886	0.203043	89.3886	14.316	-7.79812	-0.0290209	95.8775	103.322	0.927951
212	0.000261117	0.203039	89.3828	14.3203	-7.80486	-0.0290264	95.8692	103.32	0.927887
213	0.000262348	0.203036	89.377	14.3245	-7.81133	-0.029032	95.8612	103.318	0.927825
214	0.000263578	0.203033	89.3714	14.3287	-7.8176	-0.0290377	95.8535	103.316	0.927766
215	0.000264809	0.203029	89.3659	14.3328	-7.82373	-0.0290433	95.8459	103.315	0.927707
216	0.00026604	0.203026	89.3605	14.3368	-7.82979	-0.029049	95.8384	103.313	0.92765
217	0.00026727	0.203023	89.3552	14.3407	-7.83585	-0.0290548	95.831	103.312	0.927592
218	0.000268501	0.20302	89.3499	14.3446	-7.84197	-0.0290605	95.8235	103.31	0.927534
219	0.000269732	0.203017	89.3448	14.3484	-7.84823	-0.0290663	95.8159	103.308	0.927474
220	0.000270962	0.203014	89.3397	14.3521	-7.85466	-0.0290722	95.8081	103.307	0.927413
221	0.000272193	0.203011	89.3347	14.3558	-7.86128	-0.0290781	95.8002	103.305	0.927349
222	0.000273424	0.203008	89.3298	14.3594	-7.86812	-0.029084	95.7921	103.304	0.927284
223	0.000274654	0.203005	89.325	14.363	-7.87521	-0.02909	95.7837	103.302	0.927216
224	0.000275885	0.203002	89.3203	14.3665	-7.88256	-0.029096	95.7751	103.301	0.927146
225	0.000277116	0.203	89.3157	14.3699	-7.89018	-0.029102	95.7663	103.3	0.927073
226	0.000278347	0.202997	89.3111	14.3733	-7.89806	-0.0291081	95.7572	103.298	0.926997
227	0.000279577	0.202994	89.3066	14.3766	-7.90619	-0.0291141	95.7479	103.297	0.926919
228	0.000280808	0.202992	89.3022	14.3798	-7.91455	-0.0291202	95.7384	103.296	0.926839
229	0.000282039	0.202989	89.2979	14.383	-7.9231	-0.0291263	95.7287	103.294	0.926757
230	0.00028327	0.202986	89.2936	14.3862	-7.93181	-0.0291324	95.7188	103.293	0.926674
231	0.000284501	0.202984	89.2894	14.3893	-7.94064	-0.0291385	95.7089	103.292	0.926589
232	0.000285731	0.202981	89.2853	14.3923	-7.94953	-0.0291446	95.6989	103.29	0.926504
233	0.000286962	0.202979	89.2812	14.3953	-7.95842	-0.0291507	95.689	103.289	0.926418
234	0.000288193	0.202977	89.2772	14.3983	-7.96726	-0.0291568	95.6791	103.288	0.926333
235	0.000289424	0.202974	89.2733	14.4012	-7.97598	-0.0291629	95.6693	103.287	0.926249
236	0.000290655	0.202972	89.2694	14.404	-7.98451	-0.029169	95.6598	103.286	0.926167
237	0.000291886	0.20297	89.2656	14.4068	-7.99281	-0.029175	95.6505	103.284	0.926088
238	0.000293116	0.202968	89.2619	14.4096	-8.00081	-0.0291811	95.6415	103.283	0.926011
239	0.000294347	0.202965	89.2582	14.4123	-8.00846	-0.0291871	95.6329	103.282	0.925937
240	0.000295578	0.202963	89.2546	14.415	-8.01571	-0.0291931	95.6247	103.281	0.925868
241	0.000296809	0.202961	89.2511	14.4176	-8.02252	-0.0291991	95.6169	103.28	0.925803
242	0.00029804	0.202959	89.2476	14.4202	-8.02887	-0.029205	95.6097	103.279	0.925742
243	0.000299271	0.202957	89.2441	14.4227	-8.03471	-0.0292109	95.6029	103.278	0.925686
244	0.000300502	0.202955	89.2408	14.4252	-8.04005	-0.0292168	95.5967	103.277	0.925635
245	0.000301732	0.202953	89.2374	14.4277	-8.04486	-0.0292226	95.591	103.276	0.925588
246	0.000302963	0.202951	89.2341	14.4301	-8.04917	-0.0292284	95.5858	103.275	0.925547
247	0.000304194	0.202949	89.2309	14.4325	-8.05299	-0.0292342	95.5812	103.274	0.925511
248	0.000305425	0.202947	89.2277	14.4348	-8.05638	-0.02924	95.5769	103.273	0.925479
249	0.000306656	0.202945	89.2246	14.4371	-8.05942	-0.0292458	95.5731	103.272	0.92545
250	0.000307887	0.202943	89.2215	14.4394	-8.06218	-0.0292516	95.5695	103.271	0.925423
251	0.000309118	0.202942	89.2185	14.4416	-8.06476	-0.0292574	95.5661	103.27	0.925399
252	0.000310349	0.20294	89.2155	14.4438	-8.06726	-0.0292632	95.5628	103.269	0.925375
253	0.00031158	0.202938	89.2126	14.446	-8.06981	-0.029269	95.5595	103.268	0.925351
254	0.000312811	0.202936	89.2097	14.4481	-8.07254	-0.0292748	95.556	103.268	0.925325
255	0.000314042	0.202935	89.2069	14.4502	-8.07559	-0.0292807	95.5522	103.267	0.925296
256	0.000315273	0.202933	89.2041	14.4523	-8.07914	-0.0292867	95.5479	103.266	0.925262
257	0.000316504	0.202931	89.2013	14.4543	-8.08338	-0.0292927	95.543	103.265	0.925221
258	0.000317735	0.20293	89.1986	14.4563	-8.08851	-0.0292988	95.5371	103.264	0.925172
259	0.000318966	0.202928	89.196	14.4583	-8.09472	-0.029305	95.5302	103.263	0.925112
260	0.000320197	0.202927	89.1933	14.4602	-8.10222	-0.0293113	95.522	103.263	0.92504
261	0.000321428	0.202925	89.1908	14.4621	-8.11118	-0.0293176	95.5124	103.262	0.924954
262	0.000322659	0.202924	89.1882	14.464	-8.12174	-0.0293241	95.5011	103.261	0.924852
263	0.000323889	0.202922	89.1857	14.4658	-8.13407	-0.0293307	95.4881	103.26	0.924733
264	0.00032512	0.202921	89.1832	14.4677	-8.14835	-0.0293374	95.4732	103.259	0.924595
265	0.000326351	0.202919	89.1808	14.4694	-8.16476	-0.0293442	95.4562	103.259	0.924436
266	0.000327582	0.202918	89.1784	14.4712	-8.18351	-0.0293511	95.4368	103.258	0.924255
267	0.000328813	0.202916	89.1761	14.473	-8.20478	-0.029358	95.4149	103.257	0.92405
268	0.000330044	0.202915	89.1737	14.4747	-8.22877	-0.029365	95.3903	103.257	0.923818
269	0.000331275	0.202914	89.1715	14.4763	-8.25566	-0.029372	95.3628	103.256	0.923558
270	0.000332507	0.202912	89.1692	14.478	-8.2856	-0.0293791	95.3322	103.255	0.923268
271	0.000333738	0.202911	89.167	14.4796	-8.31877	-0.0293863	95.2985	103.255	0.922947
272	0.000334969	0.20291	89.1648	14.4813	-8.35527	-0.0293934	95.2614	103.254	0.922594
273	0.0003362	0.202908	89.1627	14.4828	-8.39518	-0.0294006	95.2209	103.253	0.922208
274	0.000337431	0.202907	89.1605	14.4844	-8.43874	-0.0294077	95.1768	103.253	0.921786
275	0.000338662	0.202906	89.1584	14.486	-8.4859	-0.0294148	95.1291	103.252	0.92133
276	0.000339893	0.202905	89.1564	14.4875	-8.53663	-0.0294219	95.0778	103.251	0.920839
