#step	time	mdot360	FmomInletX360	FpInletGaugeX360	FpWallX360	FshearWallX360	T_CFD360	T_ideal360	Cfg
44	6.35079e-05	0.280772	87.3324	119.971	-0.213573	-0.00333198	207.087	188.607	1.09798
45	6.47772e-05	0.280116	86.8283	120.271	-0.211225	-0.00337106	206.885	188.167	1.09948
46	6.60459e-05	0.279445	86.3156	120.575	-0.208666	-0.00340995	206.679	187.716	1.10102
47	6.73141e-05	0.278759	85.7957	120.883	-0.205986	-0.00344868	206.469	187.255	1.10261
48	6.85816e-05	0.278061	85.2722	121.191	-0.203267	-0.00348725	206.257	186.786	1.10424
49	6.98485e-05	0.277356	84.7479	121.499	-0.200591	-0.0035257	206.043	186.313	1.1059
50	7.11145e-05	0.276648	84.2245	121.806	-0.198056	-0.00356398	205.829	185.837	1.10757
51	7.23797e-05	0.275938	83.706	122.108	-0.195693	-0.00360212	205.614	185.36	1.10927
52	7.36438e-05	0.275233	83.1982	122.401	-0.193514	-0.00364018	205.402	184.887	1.11096
53	7.49069e-05	0.274543	82.7064	122.684	-0.191537	-0.00367821	205.196	184.424	1.11263
54	7.61694e-05	0.273874	82.234	122.955	-0.189791	-0.00371628	204.995	183.974	1.11426
55	7.74312e-05	0.273231	81.7832	123.212	-0.188307	-0.00375444	204.803	183.542	1.11584
56	7.86926e-05	0.272615	81.3551	123.456	-0.187099	-0.00379276	204.62	183.128	1.11736
57	7.99536e-05	0.272029	80.9503	123.686	-0.186173	-0.00383128	204.446	182.735	1.11881
58	8.12142e-05	0.271473	80.5684	123.902	-0.185518	-0.00387004	204.281	182.361	1.1202
59	8.24745e-05	0.270948	80.2091	124.105	-0.185109	-0.00390887	204.125	182.008	1.12152
60	8.37345e-05	0.270451	79.8704	124.297	-0.184918	-0.00394769	203.978	181.675	1.12277
61	8.49943e-05	0.269981	79.5493	124.479	-0.184885	-0.00398643	203.839	181.359	1.12395
62	8.62539e-05	0.269533	79.2427	124.653	-0.184929	-0.00402501	203.707	181.058	1.12509
63	8.75132e-05	0.269101	78.9475	124.821	-0.185011	-0.00406339	203.58	180.768	1.1262
64	8.87723e-05	0.268684	78.6614	124.985	-0.185082	-0.00410154	203.457	180.487	1.12727
65	9.00312e-05	0.268276	78.3821	125.145	-0.18505	-0.00413946	203.338	180.214	1.12832
66	9.129e-05	0.267876	78.1078	125.302	-0.184883	-0.00417717	203.221	179.945	1.12935
67	9.25486e-05	0.267481	77.8369	125.458	-0.184554	-0.00421471	203.106	179.68	1.13038
68	9.3807e-05	0.267089	77.5679	125.613	-0.184053	-0.00425219	202.992	179.416	1.1314
69	9.50653e-05	0.266698	77.2997	125.767	-0.183383	-0.00428968	202.879	179.153	1.13243
70	9.63234e-05	0.266306	77.0315	125.922	-0.182556	-0.00432728	202.766	178.89	1.13347
71	9.75815e-05	0.265913	76.7628	126.076	-0.181606	-0.00436504	202.653	178.626	1.13451
72	9.88394e-05	0.265517	76.4931	126.232	-0.180538	-0.00440299	202.54	178.36	1.13557
73	0.000100097	0.265119	76.2223	126.388	-0.179343	-0.00444116	202.426	178.093	1.13663
74	0.000101355	0.264718	75.9504	126.544	-0.178017	-0.00447952	202.312	177.823	1.13771
75	0.000102613	0.264314	75.6773	126.701	-0.176561	-0.00451798	202.197	177.552	1.13881
76	0.000103871	0.263907	75.4033	126.859	-0.174984	-0.00455641	202.082	177.278	1.13991
77	0.000105129	0.263498	75.1287	127.016	-0.173298	-0.00459475	201.967	177.004	1.14103
78	0.000106386	0.263086	74.8538	127.174	-0.171521	-0.00463293	201.851	176.727	1.14216
79	0.000107644	0.262674	74.5791	127.331	-0.169674	-0.00467093	201.736	176.45	1.1433
80	0.000108902	0.262261	74.305	127.487	-0.167793	-0.00470878	201.62	176.173	1.14445
81	0.00011016	0.261847	74.0318	127.643	-0.165905	-0.00474652	201.505	175.895	1.1456
82	0.000111418	0.261434	73.7601	127.798	-0.164041	-0.0047842	201.39	175.618	1.14675
83	0.000112676	0.261023	73.4901	127.952	-0.162223	-0.00482187	201.275	175.341	1.14791
84	0.000113935	0.260613	73.2224	128.104	-0.160462	-0.00485961	201.161	175.066	1.14906
85	0.000115193	0.260206	72.9576	128.255	-0.158767	-0.00489747	201.048	174.792	1.15021
86	0.000116451	0.259802	72.6961	128.403	-0.157153	-0.00493545	200.937	174.521	1.15136
87	0.00011771	0.259402	72.4388	128.548	-0.155629	-0.00497356	200.826	174.253	1.1525
88	0.000118969	0.259009	72.1867	128.69	-0.1542	-0.00501179	200.718	173.988	1.15363
89	0.000120228	0.258623	71.9339	128.835	-0.15286	-0.0050501	200.611	173.729	1.15474
90	0.000121487	0.258228	71.6755	128.984	-0.151609	-0.00508844	200.503	173.464	1.15588
91	0.000122746	0.257823	71.4121	129.135	-0.150448	-0.00512678	200.391	173.192	1.15705
92	0.000124005	0.25741	71.1446	129.288	-0.149372	-0.00516505	200.278	172.914	1.15825
93	0.000125264	0.256989	70.874	129.442	-0.148378	-0.00520323	200.162	172.632	1.15948
94	0.000126523	0.256564	70.6013	129.597	-0.14746	-0.00524134	200.046	172.346	1.16072
95	0.000127783	0.256134	70.3272	129.753	-0.146612	-0.0052794	199.928	172.057	1.16199
96	0.000129042	0.255701	70.0523	129.908	-0.145829	-0.00531747	199.81	171.766	1.16327
97	0.000130302	0.255266	69.7775	130.064	-0.145101	-0.0053556	199.691	171.474	1.16456
98	0.000131561	0.25483	69.5032	130.219	-0.144417	-0.00539381	199.572	171.181	1.16586
99	0.000132821	0.254394	69.2301	130.373	-0.143769	-0.00543212	199.454	170.888	1.16716
100	0.000134081	0.253959	68.9586	130.526	-0.143145	-0.00547051	199.336	170.596	1.16847
101	0.000135341	0.253526	68.6893	130.678	-0.142529	-0.00550896	199.219	170.305	1.16978
102	0.000136601	0.253095	68.4225	130.828	-0.141912	-0.00554744	199.103	170.016	1.17108
103	0.000137862	0.252668	68.1588	130.976	-0.14129	-0.00558591	198.988	169.729	1.17239
104	0.000139122	0.252244	67.8983	131.122	-0.140663	-0.00562434	198.874	169.444	1.17368
105	0.000140383	0.251825	67.6416	131.266	-0.140029	-0.00566271	198.761	169.162	1.17497
106	0.000141644	0.25141	67.3888	131.407	-0.139378	-0.00570105	198.651	168.884	1.17625
107	0.000142905	0.251002	67.1403	131.546	-0.138697	-0.00573938	198.542	168.609	1.17752
108	0.000144166	0.250599	66.8963	131.682	-0.137979	-0.0057777	198.434	168.339	1.17878
109	0.000145427	0.250202	66.6569	131.815	-0.137219	-0.00581606	198.329	168.073	1.18002
110	0.000146689	0.249813	66.4225	131.946	-0.136414	-0.00585449	198.226	167.811	1.18125
111	0.00014795	0.24943	66.193	132.074	-0.13557	-0.00589304	198.125	167.554	1.18246
112	0.000149212	0.249055	65.9686	132.198	-0.134687	-0.00593172	198.026	167.302	1.18365
113	0.000150474	0.248687	65.7473	132.322	-0.133771	-0.00597051	197.93	167.055	1.18482
114	0.000151736	0.248321	65.5256	132.447	-0.132829	-0.00600938	197.834	166.809	1.18599
115	0.000152998	0.247951	65.3026	132.572	-0.131865	-0.00604828	197.737	166.56	1.18718
116	0.00015426	0.247579	65.0802	132.696	-0.130885	-0.00608716	197.64	166.31	1.18838
117	0.000155523	0.247208	64.8599	132.819	-0.129893	-0.00612598	197.543	166.061	1.18958
118	0.000156785	0.246841	64.643	132.94	-0.128892	-0.00616471	197.448	165.814	1.19077
119	0.000158048	0.246479	64.4307	133.057	-0.127893	-0.00620336	197.354	165.572	1.19195
120	0.00015931	0.246126	64.2255	133.17	-0.126895	-0.00624194	197.262	165.334	1.19311
121	0.000160573	0.245786	64.0313	133.275	-0.125899	-0.00628051	197.174	165.106	1.19423
122	0.000161836	0.245467	63.8506	133.373	-0.124904	-0.00631911	197.092	164.891	1.19529
123	0.000163099	0.245171	63.684	133.462	-0.123911	-0.0063578	197.016	164.692	1.19627
124	0.000164362	0.244898	63.5317	133.544	-0.122921	-0.00639661	196.946	164.509	1.19717
125	0.000165626	0.24465	63.394	133.617	-0.121935	-0.00643556	196.883	164.343	1.198
126	0.000166889	0.244426	63.2709	133.682	-0.120955	-0.00647464	196.826	164.192	1.19875
127	0.000168153	0.244227	63.1622	133.739	-0.119986	-0.00651382	196.775	164.059	1.19942
128	0.000169417	0.244052	63.068	133.789	-0.11903	-0.00655305	196.731	163.941	1.20001
129	0.000170681	0.243902	62.9878	133.83	-0.118093	-0.00659229	196.693	163.84	1.20052
130	0.000171945	0.243775	62.9214	133.863	-0.117181	-0.00663148	196.661	163.755	1.20095
131	0.000173209	0.243671	62.8684	133.89	-0.116297	-0.00667058	196.635	163.685	1.2013
132	0.000174473	0.243591	62.8285	133.909	-0.115443	-0.00670959	196.615	163.631	1.20158
133	0.000175738	0.243532	62.8013	133.921	-0.114621	-0.00674851	196.601	163.592	1.20178
134	0.000177002	0.243495	62.7865	133.926	-0.113832	-0.00678739	196.592	163.567	1.20191
135	0.000178266	0.243479	62.7844	133.924	-0.113075	-0.00682627	196.589	163.556	1.20197
136	0.000179531	0.243485	62.7907	133.919	-0.112349	-0.00686522	196.591	163.56	1.20195
137	0.000180795	0.2435	62.8033	133.911	-0.111653	-0.00690427	196.595	163.57	1.2019
138	0.000182059	0.243526	62.8235	133.897	-0.110986	-0.00694346	196.603	163.588	1.20182
139	0.000183324	0.243567	62.852	133.879	-0.110346	-0.00698278	196.614	163.615	1.20168
140	0.000184588	0.243622	62.8893	133.856	-0.109734	-0.0070222	196.629	163.653	1.2015
141	0.000185852	0.243693	62.9354	133.828	-0.109145	-0.00706169	196.648	163.7	1.20127
142	0.000187116	0.243779	62.9906	133.795	-0.108581	-0.00710118	196.67	163.758	1.20098
143	0.000188381	0.24388	63.0549	133.757	-0.10804	-0.00714063	196.697	163.826	1.20065
144	0.000189645	0.243997	63.1275	133.715	-0.10752	-0.00718	196.728	163.904	1.20026
145	0.000190909	0.244127	63.2065	133.669	-0.10702	-0.00721928	196.762	163.991	1.19983
146	0.000192173	0.244266	63.2909	133.621	-0.10654	-0.00725847	196.798	164.085	1.19937
147	0.000193437	0.244414	63.3802	133.57	-0.106078	-0.00729762	196.837	164.184	1.19888
148	0.0001947	0.24457	63.4743	133.516	-0.105631	-0.00733676	196.878	164.289	1.19836
149	0.000195964	0.244733	63.5728	133.46	-0.1052	-0.00737596	196.921	164.399	1.19782
150	0.000197228	0.244904	63.6755	133.402	-0.104781	-0.00741526	196.965	164.513	1.19726
151	0.000198492	0.245081	63.7819	133.342	-0.104373	-0.00745468	197.012	164.632	1.19668
152	0.000199755	0.245265	63.8919	133.279	-0.103976	-0.00749422	197.06	164.756	1.19607
153	0.000201019	0.245453	64.0051	133.215	-0.103589	-0.00753386	197.109	164.883	1.19545
154	0.000202282	0.245647	64.1211	133.15	-0.10321	-0.00757357	197.16	165.013	1.19482
155	0.000203545	0.245845	64.2398	133.083	-0.102838	-0.00761328	197.212	165.146	1.19417
156	0.000204809	0.246047	64.3606	133.015	-0.102471	-0.00765294	197.265	165.281	1.19351
157	0.000206072	0.246253	64.4834	132.946	-0.102106	-0.00769253	197.319	165.419	1.19284
158	0.000207335	0.24646	64.6077	132.876	-0.101741	-0.00773202	197.374	165.559	1.19217
159	0.000208598	0.24667	64.7332	132.805	-0.101376	-0.00777142	197.429	165.7	1.19149
160	0.000209861	0.246882	64.8597	132.734	-0.101009	-0.00781078	197.485	165.842	1.1908
161	0.000211124	0.247094	64.9867	132.663	-0.100638	-0.00785013	197.541	165.985	1.19012
162	0.000212387	0.247307	65.114	132.592	-0.100264	-0.00788953	197.597	166.128	1.18943
163	0.00021365	0.24752	65.2413	132.52	-0.0998848	-0.00792902	197.654	166.271	1.18875
164	0.000214912	0.247732	65.3682	132.449	-0.0995011	-0.00796863	197.71	166.413	1.18807
165	0.000216175	0.247943	65.4946	132.379	-0.0991126	-0.00800836	197.766	166.555	1.18739
166	0.000217437	0.248153	65.6202	132.308	-0.0987193	-0.00804819	197.822	166.696	1.18672
167	0.0002187	0.248361	65.7452	132.238	-0.0983214	-0.00808807	197.877	166.836	1.18606
168	0.000219962	0.248568	65.8697	132.169	-0.0979193	-0.00812795	197.932	166.975	1.1854
169	0.000221225	0.248774	65.9921	132.101	-0.0975136	-0.00816778	197.987	167.113	1.18475
170	0.000222487	0.248974	66.111	132.035	-0.0971048	-0.00820753	198.041	167.247	1.18412
171	0.000223749	0.249168	66.2259	131.971	-0.0966937	-0.00824717	198.092	167.377	1.18351
172	0.000225011	0.249354	66.3368	131.91	-0.0962809	-0.00828673	198.142	167.503	1.18292
173	0.000226273	0.249534	66.4433	131.851	-0.0958674	-0.00832623	198.19	167.624	1.18235
174	0.000227535	0.249706	66.5454	131.795	-0.0954538	-0.00836573	198.237	167.739	1.18181
175	0.000228797	0.249871	66.6429	131.741	-0.0950409	-0.00840527	198.281	167.85	1.1813
176	0.000230059	0.250028	66.7357	131.69	-0.0946291	-0.0084449	198.323	167.955	1.18081
177	0.000231321	0.250177	66.8238	131.642	-0.0942186	-0.00848465	198.363	168.055	1.18034
178	0.000232583	0.250317	66.907	131.596	-0.0938098	-0.00852452	198.401	168.15	1.17991
179	0.000233845	0.25045	66.9854	131.554	-0.0934031	-0.00856448	198.437	168.239	1.17949
180	0.000235106	0.250575	67.059	131.513	-0.0929987	-0.00860449	198.471	168.323	1.17911
181	0.000236368	0.250692	67.1278	131.476	-0.0925972	-0.0086445	198.502	168.401	1.17875
182	0.00023763	0.250801	67.1916	131.441	-0.092199	-0.00868445	198.532	168.475	1.17841
183	0.000238891	0.250901	67.2513	131.408	-0.091805	-0.00872431	198.559	168.542	1.1781
184	0.000240153	0.250996	67.3079	131.377	-0.0914158	-0.00876405	198.585	168.606	1.1778
185	0.000241414	0.251087	67.361	131.348	-0.0910315	-0.00880371	198.609	168.667	1.17753
186	0.000242676	0.25117	67.4096	131.322	-0.0906526	-0.0088433	198.632	168.723	1.17727
187	0.000243937	0.251246	67.4531	131.299	-0.0902795	-0.00888288	198.653	168.774	1.17704
188	0.000245198	0.251313	67.4912	131.279	-0.0899125	-0.00892251	198.671	168.819	1.17683
189	0.00024646	0.251371	67.5236	131.262	-0.0895519	-0.00896222	198.687	168.858	1.17665
190	0.000247721	0.25142	67.5503	131.248	-0.0891976	-0.00900204	198.7	168.89	1.17651
191	0.000248982	0.251459	67.5712	131.238	-0.0888497	-0.00904198	198.711	168.917	1.17639
192	0.000250243	0.251489	67.5862	131.231	-0.0885081	-0.009082	198.72	168.937	1.1763
193	0.000251504	0.251509	67.5956	131.227	-0.0881726	-0.00912207	198.725	168.95	1.17624
194	0.000252765	0.251521	67.6018	131.224	-0.0878431	-0.00916213	198.729	168.958	1.1762
195	0.000254026	0.25153	67.6063	131.222	-0.0875194	-0.00920212	198.731	168.964	1.17618
196	0.000255287	0.251536	67.6088	131.221	-0.0872013	-0.00924202	198.733	168.968	1.17616
197	0.000256548	0.251538	67.609	131.221	-0.0868885	-0.00928181	198.734	168.97	1.17615
198	0.000257809	0.251537	67.6065	131.224	-0.0865808	-0.00932149	198.734	168.969	1.17616
199	0.00025907	0.251531	67.6012	131.227	-0.0862778	-0.00936112	198.733	168.965	1.17618
200	0.00026033	0.25152	67.5928	131.233	-0.0859794	-0.00940073	198.73	168.958	1.17621
201	0.000261591	0.251504	67.581	131.24	-0.0856853	-0.00944039	198.726	168.947	1.17626
202	0.000262852	0.251482	67.5656	131.25	-0.0853953	-0.00948013	198.721	168.932	1.17633
203	0.000264113	0.251455	67.5465	131.262	-0.0851093	-0.00951998	198.713	168.914	1.17642
204	0.000265374	0.251421	67.5238	131.275	-0.0848271	-0.00955994	198.705	168.891	1.17652
205	0.000266635	0.251382	67.4973	131.291	-0.0845486	-0.00959999	198.694	168.865	1.17665
206	0.000267895	0.251336	67.4671	131.309	-0.0842739	-0.00964008	198.682	168.834	1.17679
207	0.000269156	0.251284	67.4332	131.329	-0.0840028	-0.00968015	198.668	168.799	1.17695
208	0.000270417	0.251226	67.3956	131.351	-0.0837355	-0.00972017	198.653	168.76	1.17713
209	0.000271678	0.251163	67.3545	131.375	-0.0834718	-0.00976008	198.636	168.718	1.17733
210	0.000272938	0.251093	67.31	131.401	-0.0832118	-0.00979989	198.618	168.671	1.17755
211	0.000274199	0.251018	67.2624	131.428	-0.0829555	-0.00983959	198.598	168.621	1.17778
212	0.00027546	0.250939	67.2122	131.457	-0.0827029	-0.00987923	198.577	168.567	1.17803
213	0.000276721	0.250855	67.1597	131.487	-0.082454	-0.00991885	198.555	168.511	1.17829
214	0.000277981	0.250768	67.105	131.519	-0.0822091	-0.00995852	198.532	168.452	1.17856
215	0.000279242	0.250677	67.0485	131.551	-0.0819682	-0.00999826	198.507	168.391	1.17885
216	0.000280503	0.250583	66.9903	131.584	-0.081731	-0.0100381	198.483	168.328	1.17914
217	0.000281764	0.250487	66.9306	131.618	-0.081497	-0.0100781	198.457	168.264	1.17944
218	0.000283024	0.250388	66.8698	131.652	-0.0812658	-0.0101181	198.431	168.197	1.17975
219	0.000284285	0.250288	66.808	131.687	-0.0810371	-0.0101582	198.404	168.13	1.18006
220	0.000285546	0.250186	66.7453	131.723	-0.0808106	-0.0101983	198.377	168.061	1.18038
221	0.000286807	0.250082	66.6826	131.758	-0.0805859	-0.0102383	198.35	167.992	1.18071
222	0.000288068	0.24998	66.6211	131.792	-0.0803627	-0.0102782	198.323	167.923	1.18103
223	0.000289329	0.24988	66.5615	131.825	-0.0801409	-0.010318	198.296	167.856	1.18135
224	0.00029059	0.249783	66.5036	131.857	-0.0799203	-0.0103577	198.271	167.791	1.18165
225	0.000291851	0.24969	66.4477	131.888	-0.0797006	-0.0103973	198.246	167.728	1.18195
226	0.000293112	0.249599	66.3937	131.918	-0.0794815	-0.0104369	198.222	167.667	1.18223
227	0.000294373	0.249511	66.3418	131.947	-0.0792627	-0.0104766	198.199	167.608	1.18251
228	0.000295634	0.249427	66.2918	131.974	-0.079044	-0.0105163	198.177	167.552	1.18278
229	0.000296895	0.249346	66.244	132.001	-0.0788252	-0.0105562	198.155	167.498	1.18303
230	0.000298157	0.249269	66.1982	132.026	-0.0786059	-0.0105961	198.135	167.446	1.18328
231	0.000299418	0.249195	66.1545	132.05	-0.0783862	-0.0106361	198.115	167.396	1.18351
232	0.000300679	0.249124	66.113	132.073	-0.078166	-0.0106762	198.097	167.348	1.18374
233	0.000301941	0.249057	66.0736	132.094	-0.0779455	-0.0107162	198.079	167.303	1.18395
234	0.000303202	0.248994	66.0364	132.115	-0.0777245	-0.0107562	198.062	167.261	1.18415
235	0.000304464	0.248934	66.0014	132.134	-0.0775028	-0.0107961	198.047	167.22	1.18435
236	0.000305726	0.248877	65.9685	132.152	-0.0772803	-0.0108359	198.032	167.183	1.18453
237	0.000306987	0.248824	65.9372	132.169	-0.0770566	-0.0108756	198.018	167.147	1.1847
238	0.000308249	0.248774	65.9073	132.185	-0.0768319	-0.0109152	198.005	167.113	1.18486
239	0.000309511	0.248725	65.8792	132.201	-0.0766059	-0.0109548	197.992	167.08	1.18501
240	0.000310773	0.24868	65.8531	132.215	-0.0763788	-0.0109944	197.98	167.05	1.18516
241	0.000312034	0.248638	65.8292	132.228	-0.0761505	-0.0110341	197.97	167.022	1.18529
242	0.000313296	0.2486	65.8076	132.239	-0.0759213	-0.0110739	197.96	166.996	1.18541
243	0.000314558	0.248566	65.7884	132.249	-0.0756912	-0.0111138	197.951	166.973	1.18552
244	0.00031582	0.248536	65.7718	132.258	-0.0754604	-0.0111538	197.943	166.953	1.18562
245	0.000317081	0.24851	65.7577	132.265	-0.0752294	-0.0111938	197.937	166.936	1.1857
246	0.000318343	0.248489	65.7462	132.271	-0.0749984	-0.0112339	197.931	166.922	1.18577
247	0.000319604	0.248472	65.7373	132.275	-0.074767	-0.0112738	197.927	166.91	1.18583
248	0.000320866	0.248459	65.731	132.278	-0.0745349	-0.0113136	197.923	166.901	1.18587
249	0.000322128	0.24845	65.727	132.28	-0.0743025	-0.0113534	197.921	166.896	1.1859
250	0.000323389	0.248445	65.7247	132.281	-0.0740699	-0.011393	197.92	166.892	1.18592
251	0.000324651	0.248442	65.7234	132.282	-0.0738376	-0.0114326	197.92	166.89	1.18593
252	0.000325912	0.248441	65.7228	132.282	-0.0736058	-0.0114721	197.919	166.889	1.18593
253	0.000327174	0.24844	65.7232	132.281	-0.073375	-0.0115117	197.92	166.889	1.18594
254	0.000328436	0.248442	65.7245	132.28	-0.0731454	-0.0115513	197.92	166.89	1.18593
255	0.000329698	0.248445	65.727	132.279	-0.0729174	-0.0115911	197.921	166.892	1.18592
256	0.000330959	0.24845	65.7306	132.276	-0.0726911	-0.0116309	197.922	166.895	1.18591
257	0.000332221	0.248457	65.7356	132.273	-0.072467	-0.0116709	197.925	166.9	1.18589
258	0.000333483	0.248466	65.7419	132.269	-0.0722451	-0.0117108	197.927	166.906	1.18586
259	0.000334745	0.248477	65.7496	132.264	-0.0720255	-0.0117508	197.93	166.914	1.18582
260	0.000336007	0.248491	65.7589	132.259	-0.0718084	-0.0117907	197.934	166.923	1.18578
261	0.000337269	0.248508	65.7699	132.252	-0.0715937	-0.0118305	197.939	166.934	1.18573
262	0.00033853	0.248527	65.7826	132.245	-0.0713814	-0.0118702	197.944	166.947	1.18567
263	0.000339792	0.24855	65.7971	132.236	-0.0711715	-0.0119098	197.95	166.962	1.1856
264	0.000341054	0.248575	65.8134	132.227	-0.070964	-0.0119493	197.957	166.979	1.18552
265	0.000342316	0.248603	65.8315	132.216	-0.0707588	-0.0119888	197.965	166.998	1.18543
266	0.000343578	0.248634	65.8514	132.204	-0.0705559	-0.0120284	197.973	167.019	1.18533
267	0.000344841	0.248669	65.8731	132.192	-0.0703552	-0.012068	197.982	167.042	1.18522
268	0.000346103	0.248706	65.8965	132.178	-0.0701566	-0.0121077	197.992	167.067	1.18511
269	0.000347365	0.248746	65.9216	132.164	-0.0699602	-0.0121475	198.003	167.094	1.18498
270	0.000348627	0.248789	65.9483	132.148	-0.0697659	-0.0121874	198.015	167.123	1.18484
271	0.000349889	0.248834	65.9765	132.132	-0.0695736	-0.0122274	198.027	167.153	1.1847
272	0.000351151	0.248882	66.0061	132.115	-0.0693832	-0.0122673	198.04	167.185	1.18455
273	0.000352413	0.248932	66.0369	132.098	-0.0691947	-0.0123072	198.053	167.219	1.18439
274	0.000353675	0.248984	66.069	132.079	-0.069008	-0.0123469	198.067	167.254	1.18423
275	0.000354937	0.249037	66.1022	132.06	-0.0688232	-0.0123866	198.081	167.29	1.18406
276	0.000356199	0.249093	66.1364	132.041	-0.0686402	-0.0124261	198.096	167.327	1.18388
277	0.000357461	0.24915	66.1713	132.021	-0.0684589	-0.0124656	198.112	167.366	1.18371
278	0.000358723	0.249208	66.207	132.001	-0.0682793	-0.0125051	198.127	167.405	1.18352
279	0.000359985	0.249268	66.243	131.981	-0.0681013	-0.0125445	198.143	167.445	1.18334
280	0.000361247	0.249327	66.279	131.961	-0.0679249	-0.0125841	198.159	167.485	1.18315
281	0.00036251	0.249386	66.3151	131.94	-0.06775	-0.0126238	198.175	167.524	1.18296
282	0.000363772	0.249446	66.351	131.92	-0.0675765	-0.0126636	198.191	167.564	1.18277
283	0.000365034	0.249505	66.3867	131.9	-0.0674044	-0.0127034	198.207	167.604	1.18259
284	0.000366296	0.249564	66.4221	131.88	-0.0672334	-0.0127433	198.222	167.643	1.1824
